nodes,topology,mode,traffic,offered_mflit_s_per_port,metric,value,value_unit,eligibility,source_file,source_design,source_case,source_run_id
64,Mesh,Hotspot10,Hotspot10,439.3982,delivered_throughput,221.289722,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,517.041694,delivered_throughput,214.789461,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m700_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,603.281853,delivered_throughput,206.611969,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m800_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,PROP,UR (Async),UR,3.672047,delivered_throughput,3.67168,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m5_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,6.823978,delivered_throughput,6.823296,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,14.846452,delivered_throughput,14.844967,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,31.804674,delivered_throughput,31.801493,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,44.740007,delivered_throughput,44.735533,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,58.398116,delivered_throughput,58.392276,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,75.731873,delivered_throughput,75.7243,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,86.892448,delivered_throughput,86.883759,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,UR (Async),UR,102.660972,delivered_throughput,102.650706,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m140_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
